state_code,city,name,category_code,status,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,acq/closed
CA,Los Angeles,HauteLook,fashion,acquired,12/1/2007,,5/12/2009,6/3/2010,1.4466,2.5068,2.5014,3.6411,15,2,41000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.5,1,1
TX,Addison,Semantra,software,closed,1/1/2003,4/25/2010,9/1/2006,7/22/2008,3.6685,5.5589,3.055353048,4.754422568,0,3,9100000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
CA,Napa,Inertia Beverage Group,software,closed,10/22/2004,1/16/2013,4/2/2007,1/1/2012,2.4438,7.1973,-2.0575,6.8767,6,3,25500100,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.5,1,0
CA,San Francisco,Sponge,web,acquired,1/1/2010,,4/19/2010,4/19/2010,0.2959,0.2959,1.5863,1.6658,3,1,400000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
NY,New York,Genesis Networks,network_hosting,acquired,1/1/2002,,9/26/2006,5/6/2010,4.737,8.3479,3.055353048,4.754422568,4,10,22165091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,1
CA,San Francisco,Mogad,network_hosting,acquired,6/1/2007,,8/1/2007,8/1/2007,0.1671,0.1671,0.6712,3.3151,4,1,500000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,1
CA,Mountain View,Meebo,web,acquired,2/1/2005,,10/1/2005,12/20/2010,0.663,5.8849,6.211,8.6082,29,5,70000000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.8,1,1
IL,Itasca,Accertify,security,acquired,3/1/2007,,6/3/2008,5/4/2010,1.2603,3.1781,2.8411,2.8411,6,2,4700000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
MA,Cambridge,N2N Commerce,ecommerce,acquired,1/1/2006,1/1/2008,1/3/2008,1/3/2008,2.0055,2.0055,0,0,1,1,30000000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1
MA,Lexington,StreamBase Systems,software,acquired,1/1/2003,,1/24/2005,5/18/2012,2.0658,9.3836,7.0055,7.0055,13,5,39000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.25,1,1
CA,Santa Clara,Provigent,semiconductor,acquired,1/1/2000,,6/7/2006,12/29/2008,6.4356,9,10.0082,10.0082,10,3,32000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1
MA,Waltham,Navic Networks,advertising,acquired,1/3/2000,,2/14/2000,2/26/2001,0.1151,1.1507,3.055353048,4.754422568,7,3,42000000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.6667,1,1
CA,Irvine,Integrien,enterprise,acquired,1/1/2001,,5/16/2005,5/11/2010,4.3726,9.3616,4.0027,9.3616,5,3,24510540,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2.6667,1,1
CA,Palo Alto,Generic Media,software,closed,1/1/2000,1/28/2011,8/26/2005,8/26/2005,5.6548,5.6548,3.055353048,4.754422568,0,1,2500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
FL,Tampa,Persystent Technologies,software,acquired,1/1/2002,,8/8/2005,12/3/2009,3.6027,7.926,8.5945,9.1096,1,3,21460663,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.5,1,1
NY,New York,WireImage,games_video,acquired,1/1/2001,,5/8/2006,5/8/2006,5.3507,5.3507,3.055353048,4.754422568,6,1,15000000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1
CA,San Francisco,Hello Chair,mobile,closed,1/1/2006,7/1/2013,6/1/2007,4/12/2010,1.4137,4.2795,1.3288,5.1836,5,2,889999,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,1,0
CA,Foster City,Encentuate,software,acquired,1/1/2001,,3/22/2005,3/22/2005,4.2219,4.2219,3,3,6,1,16000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1
CA,San Francisco,Consorte Media,web,acquired,7/1/2005,,12/1/2007,12/1/2007,2.4192,2.4192,2.5041,8.3973,5,1,7000000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1
NY,New York,Triples Media,advertising,closed,6/1/2010,7/1/2013,3/1/2011,3/1/2011,0.7479,0.7479,3.055353048,4.754422568,3,2,100000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
NY,New York,RightsFlow,music,acquired,10/1/2007,,8/26/2009,8/26/2009,1.9041,1.9041,1.9041,4.0027,13,1,1500000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
WA,Seattle,thePlatform,web,acquired,1/1/2000,,1/12/2006,1/12/2006,6.0356,6.0356,10.4959,12.6137,19,1,8000000,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
CA,Santa Monica,Docstoc,web,acquired,8/1/2007,,11/1/2007,4/28/2008,0.2521,0.7425,4.2082,6.3479,22,2,4000000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1
CA,San Francisco,TwtBks,web,closed,6/20/2009,3/3/2012,6/26/2009,6/26/2009,0.0164,0.0164,3.055353048,4.754422568,3,1,25000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CA,Redwood City,Zenprise,mobile,acquired,1/1/2003,,6/6/2005,1/1/2012,2.4301,9.0055,8.5781,10.0137,10,6,64630000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3.6667,1,1
CA,San Mateo,Picateers,web,closed,1/1/2005,11/1/2011,1/1/2006,8/25/2008,1,3.6493,3.4986,3.4986,10,2,12100000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
CA,San Francisco,Vontu,software,acquired,1/1/2001,,3/21/2005,8/11/2006,4.2192,5.611,5.0027,5.0027,9,2,20000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.5,1,1
TX,Austin,NextIO,hardware,closed,1/1/2003,7/1/2013,1/11/2005,5/17/2012,2.0301,9.3808,9.0055,9.0055,10,4,49600000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.6667,1,0
CA,Calabasas,Emergent Game Technologies,games_video,acquired,1/1/2000,,7/5/2007,12/10/2009,7.5123,9.9479,0.4164,0.4164,3,5,51450000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.6667,1,1
CA,San Francisco,threadsy,messaging,acquired,6/1/2008,,3/27/2008,12/7/2010,-0.1808,2.5178,4.6904,4.6904,7,2,6300000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1
NY,New York,Sonar.me,mobile,closed,1/1/2010,7/17/2013,1/1/2012,1/1/2012,2,2,1.0274,3.1644,8,1,200000,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
OH,Cincinnati,StyleZen,fashion,closed,9/1/2011,4/1/2013,9/1/2011,9/1/2011,0,0,0,0,2,1,20000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
MA,North Reading,Kiva Systems,hardware,acquired,1/1/2003,,1/1/2003,5/24/2006,0,3.3945,6.9781,9.2192,13,2,11600000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,1
CA,Mountain View,Krillion,web,acquired,5/1/2006,,6/14/2006,6/14/2006,0.1205,0.1205,-0.2438,5.263,6,1,9150000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
OH,Cincinnati,Transactiv,advertising,closed,7/1/2009,7/19/2013,10/13/2009,10/13/2009,0.2849,0.2849,0,0.2849,2,1,1200000,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0
CA,Los Angeles,nprogress,social,closed,2/1/2010,1/1/2012,12/1/2011,12/1/2011,1.8301,1.8301,1.1616,1.1616,4,1,1700000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0
CA,Burlingame,Brightkite,social,acquired,1/1/2007,12/1/2011,8/1/2007,7/6/2009,0.5808,2.5123,0.5918,4.9699,9,3,1415000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
CA,San Francisco,Peanut Labs,enterprise,acquired,1/1/2005,,2/1/2006,2/19/2008,1.0849,3.1342,5.9178,7.9342,16,2,4200000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1,1
MA,Boston,FlipKey,web,acquired,1/1/2007,,12/1/2007,8/20/2008,0.9151,1.6356,4.8521,6.0904,7,2,500000,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1
TX,Richardson,AppTrigger,public_relations,acquired,1/1/2002,,12/13/2007,12/13/2007,5.9507,5.9507,3.055353048,4.754422568,1,1,21500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,1
UT,Lindon,Footnote,web,acquired,6/1/2006,,6/16/2006,1/1/2008,0.0411,1.5863,2.2795,4.3918,4,2,10000000,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
CA,Los Angeles,NextMedium,software,closed,1/1/2004,12/24/2011,2/1/2005,7/24/2006,1.0877,2.5616,4.0027,4.0027,7,2,9500000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,0
NM,Albuquerque,iosil Energy,cleantech,closed,1/1/2007,3/4/2012,12/24/2009,3/17/2012,2.9808,5.211,3.055353048,4.754422568,4,2,13875001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0
NJ,Red Bank,Kurani Interactive,software,closed,1/1/2000,6/1/2013,11/25/2010,11/25/2010,10.9068,10.9068,9.2548,9.2548,5,1,275000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
CA,Palo Alto,Kapow Software,software,acquired,1/1/2005,,2/1/2005,1/13/2010,0.0849,5.0356,1.8329,1.8329,10,3,19743770,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1
MA,Boston,Locately,software,acquired,7/1/2008,,8/1/2010,7/7/2012,2.0849,4.0192,2.5041,2.5041,5,5,1178000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1
CA,Palo Alto,TrustedID,security,acquired,1/1/2005,,10/1/2005,10/18/2007,0.7479,2.7945,2.0575,3.8356,5,3,25000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1
PA,Bethlehem,Ciclon Semiconductor Device Corporation,semiconductor,acquired,1/1/2004,,8/2/2005,3/7/2007,1.5863,3.1808,3.055353048,4.754422568,1,3,24150000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,1
CA,Sunnyvale,Azingo,mobile,closed,1/1/2005,8/11/2009,10/1/2006,7/18/2008,1.7479,3.5452,2,2,4,2,80000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CA,Santa Clara,Vudu,hardware,acquired,1/1/2004,,6/1/2005,4/29/2007,1.4164,3.326,4.4192,9.8164,11,2,36000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,1
MO,Saint Louis,"ITOG, Inc.",network_hosting,closed,9/19/2006,4/16/2010,2/11/2008,2/11/2008,1.3973,1.3973,3.055353048,4.754422568,1,1,205000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CA,Sunnyvale,Plaxo,web,acquired,11/17/2002,,11/1/2002,2/1/2007,-0.0438,4.211,6.4164,9.0658,27,4,28300000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,1
CA,Palo Alto,Sharetivity,web,closed,7/7/2007,11/11/2012,5/1/2006,5/1/2006,-1.1836,-1.1836,0.8301,0.8301,1,1,2000000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CA,San Bruno,YouTube,games_video,acquired,2/1/2005,,11/1/2005,4/1/2006,0.7479,1.1616,2.4,8.8384,63,2,11500000,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1
NY,New York City,Hashable,mobile,closed,1/1/2010,7/25/2012,11/22/2010,11/22/2010,0.8904,0.8904,1.3288,2.526,15,1,4000000,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0
NY,New York,MyNines,ecommerce,closed,8/1/2009,8/5/2011,4/19/2010,4/19/2010,0.7151,0.7151,0.7479,2.011,2,1,500000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
TX,Austin,itzbig,search,closed,6/1/2006,3/24/2010,2/27/2007,2/27/2007,0.7425,0.7425,1.1671,3.9151,9,1,4000000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0
NY,Brooklyn,Loosecubes,web,closed,1/1/2010,1/1/2012,1/1/2010,6/5/2012,0,2.4274,2.4274,2.4986,8,2,9030000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0
PA,Philadelphia,Avid Radiopharmaceuticals,biotech,acquired,1/1/2005,,1/25/2005,5/21/2009,0.0658,4.3863,3.055353048,4.754422568,15,4,69900000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4.75,1,1
CA,Los Angeles,Contur,messaging,closed,9/1/2011,11/1/2012,5/1/2012,5/1/2012,0.6658,0.6658,0.4192,0.4192,2,1,20000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
IN,Indianapolis,ExactTarget,software,acquired,12/1/2000,,7/21/2004,10/24/2012,3.6384,11.9041,10.9836,12.6822,29,7,238209999,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1
MA,Burlington,Rhythmia Medical,medical,acquired,1/1/2004,,2/6/2007,9/24/2010,3.1014,6.7342,4.0027,6.7342,3,3,14700000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
CA,Palo Alto,MyMiniLife,games_video,acquired,1/1/2007,,11/15/2006,11/15/2007,-0.1288,0.8712,-0.5863,1.2137,4,3,430000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6667,0,1
CA,San Mateo,Adept Cloud,enterprise,acquired,6/1/2011,,10/1/2012,11/1/2012,1.337,1.4219,0.5863,0.5863,5,2,1015000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
CA,Menlo Park,Factery,web,closed,4/1/2009,1/17/2013,9/10/2009,9/10/2009,0.4438,0.4438,0.8192,0.8192,2,1,1200000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
PA,New Hope,"MeetMe, Inc.",web,acquired,4/1/2005,,1/29/2007,7/29/2008,1.8301,3.3288,3.274,7.6274,16,2,17100000,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,1
CO,Englewood,WildBlue,web,acquired,1/1/2004,,9/3/2008,9/3/2008,4.6767,4.6767,5.9671,5.9671,0,1,50000000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1
CA,Los Angeles,HeadCase Humanufacturing,software,closed,1/1/2006,1/1/2012,8/28/2006,8/28/2006,0.6548,0.6548,3.055353048,4.754422568,3,1,900000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
CA,San Mateo,bluepulse,network_hosting,closed,4/10/1990,1/1/2010,4/1/2007,4/1/2007,16.9863,16.9863,16.663,18.3233,7,1,6000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
NY,New York,Mr. Youth,advertising,acquired,1/1/2002,,10/1/2002,2/1/2009,0.7479,7.0904,8.0055,9.874,5,2,15100000,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
CA,Petaluma,Teknovus,semiconductor,acquired,1/1/2001,,1/1/2002,11/16/2009,1,8.8795,4.0027,9.1863,7,5,62600000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,9.3333,1,1
CA,Redwood City,Qik,mobile,acquired,6/1/2006,,4/9/2008,1/6/2011,1.8575,4.6027,3.9178,6.4301,15,4,14800000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2.25,1,1
CA,North Hollywood,EQAL,web,acquired,4/1/2008,,4/16/2008,5/23/2011,0.0411,3.1425,1.8466,4.4877,30,2,6875000,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,1,1
TX,Waco,IonLogix Systems,software,closed,12/11/2007,2/2/2011,10/24/2008,10/24/2008,0.8712,0.8712,3.055353048,4.754422568,1,1,30000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
CA,Santa Clara,Atrica,public_relations,closed,1/1/2000,12/13/2007,4/5/2006,4/5/2006,6.263,6.263,6.0055,6.0055,10,1,22200000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0
CO,Boulder,Socialthing,network_hosting,acquired,5/18/2007,,8/1/2007,10/23/2007,0.2055,0.4329,0.4685,2.9507,6,2,415000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
NY,New York,Next New Networks,web,acquired,3/1/2007,,1/1/2007,12/29/2010,-0.1616,3.8329,3.0027,4.7014,16,4,27063781,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.5,1,1
CA,Carpinteria,AdECN,advertising,acquired,1/1/2003,,2/1/2006,2/1/2006,3.0877,3.0877,5.0027,5.0027,6,1,3100000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,1,1
CA,Menlo Park,Cuil,search,closed,1/1/2005,9/1/2010,3/1/2007,4/15/2008,2.1616,3.2877,3.4986,7.6904,13,2,33000000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,0
CA,Mountain View,Sensory Networks,web,acquired,1/1/2003,,10/10/2005,1/1/2008,2.7753,5.0027,4.1644,10.7534,2,3,17400000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,1
CA,Menlo Park,Flock,web,acquired,1/1/2005,,1/1/2005,5/21/2008,0,3.3863,5.3973,8.7123,17,5,28300000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1
CA,Mountain View,AdMob,advertising,acquired,12/1/2006,,9/1/2006,1/29/2009,-0.2493,2.1644,1.411,6.537,42,4,46800000,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.5,1,1
IL,Chicago,FeeFighters,ecommerce,acquired,1/1/2009,,5/1/2010,1/12/2011,1.3288,2.0301,2,2.0301,5,3,1525000,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.6667,1,1
NY,New York City,WeHostels,travel,acquired,11/15/2011,,3/18/2012,3/18/2012,0.3397,0.3397,0.5452,1.7151,9,1,1200000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,1
CA,Mountain View,TimeBridge,web,acquired,5/1/2005,,7/5/2005,5/11/2009,0.1781,4.0301,3.674,7.2438,6,3,12400000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,1
PA,West Chester,Lazarus Therapeutics,biotech,closed,1/1/2006,2/1/2012,8/2/2010,8/2/2010,4.5863,4.5863,3.055353048,4.754422568,1,1,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
CA,San Francisco,Loyalty Lab,software,acquired,1/1/2003,,3/22/2005,4/29/2010,2.2219,7.3288,7.0055,7.0055,4,3,11000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.6667,1,1
TN,Nashville,RentStuff.com,web,acquired,1/1/2010,,5/5/2011,4/12/2012,1.3397,2.2795,1,1,3,2,675000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,1
CA,Sunnyvale,ZManda,software,acquired,1/1/2005,,1/1/2005,5/22/2007,0,2.3863,3.055353048,4.754422568,5,2,13000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,1
NY,New York,Jumo,social,acquired,2/1/2010,,11/1/2010,11/1/2010,0.7479,0.7479,1.0329,2.4986,5,1,3500000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1
MA,Bedford,Sionex,hardware,closed,1/1/2001,8/6/2010,12/7/2005,12/7/2005,4.9342,4.9342,0,0,2,1,12000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0
CA,Belmont,sezmi,games_video,acquired,1/1/2007,,8/1/2007,11/7/2011,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4.3333,1,1
TN,Nashville,StudioNow,photo_video,acquired,1/1/2007,,6/15/2007,1/29/2013,0.4521,6.0822,3.7425,3.7425,2,3,15286415,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
CA,San Francisco,PicApp,web,acquired,1/1/2008,,9/17/2008,9/17/2008,0.7123,0.7123,1.5836,3.0027,5,1,3200000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
WA,Puyallup,Million Dollar Earth,advertising,closed,3/1/2011,10/1/2012,3/7/2011,3/7/2011,0.0164,0.0164,0,0,1,1,30000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0
CA,San Mateo,Composite Software,software,acquired,1/1/2002,,1/1/2002,10/24/2012,0,10.8192,9.5863,9.5863,28,3,14650003,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
CA,San Francisco,Terracotta,software,acquired,1/1/2003,,2/27/2006,9/1/2008,3.1589,5.6712,9.0055,9.0055,9,2,23500000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,1
MA,Boxborough,FireStar Software,software,closed,1/1/2001,4/29/2010,1/3/2006,1/3/2006,5.0082,5.0082,3.055353048,4.754422568,2,1,980000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CA,Sunnyvale,Aquest Systems,hardware,closed,1/1/2004,11/10/2010,2/26/2007,2/26/2007,3.1562,3.1562,3.055353048,4.754422568,0,1,20000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0
WA,Seattle,Faves,web,closed,12/1/2004,12/31/2011,1/1/2004,1/1/2004,-0.9178,-0.9178,3.055353048,4.754422568,4,1,1500000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
CA,Santa Monica,Generate,games_video,acquired,1/1/2004,,3/4/2008,7/14/2009,4.1753,5.537,6.3836,6.3836,0,2,8000000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.5,1,1
CA,San Mateo,Attributor,software,acquired,10/1/2005,,1/28/2006,6/10/2010,0.326,4.6932,3.2548,4.6932,13,4,25200000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1
CA,San Mateo,Greenplum Software,software,acquired,6/1/2003,,3/1/2006,1/1/2008,2.7507,4.589,7.9205,9.211,21,4,61000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,1
CA,Santa Clara,PlaySpan,games_video,acquired,5/1/2006,,9/1/2007,8/19/2010,1.337,4.3041,2.0822,5.8356,12,4,46300000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4.25,1,1
MD,Chevy Chase,JackBe,software,acquired,1/1/2002,,1/10/2006,4/8/2010,4.0274,8.2712,5.811,11.0986,15,4,24500000,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.3333,1,1
CA,San Mateo,D2C Games,games_video,closed,1/1/2006,2/26/2008,12/27/2006,8/29/2007,0.9863,1.6575,-1.3342,-1.3342,1,2,7500000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
CA,Palo Alto,Zimbra,enterprise,acquired,1/1/2003,,4/1/2006,4/1/2006,3.2493,3.2493,3.8356,7.8959,19,1,14500000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1
WA,Bellevue,Smith & Tinker,games_video,closed,1/1/2007,11/8/2012,8/25/2009,8/25/2009,2.6493,2.6493,1,1,1,1,29000000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0
CA,Sunnyvale,Mu Dynamics,network_hosting,acquired,1/1/2005,,1/1/2005,5/19/2008,0,3.3808,5.6795,5.6795,5,3,24000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.6667,1,1
CA,Calabasas,Fulcrum Microsystems,semiconductor,acquired,1/1/2000,,5/9/2005,3/15/2010,5.3562,10.2082,8.0055,8.0055,2,4,81017493,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5.6667,1,1
